content_traduzido,sentiment,sentiment_polarity,spacy_lemma
suporte tecnico whatsapp peco favor atencao voces tendo problemas encaminhar comprovantes pagamento app pois informa seguinte mensagem nao possivel encaminhar mensagem vazia decorrente ultimas atualizacoes saiu aplicativo peco favor vejam problema pois nao sei unico acontecendo,disgust,negative,"['suporte', 'tecnico', 'favor', 'atencao', 'voce', 'ter', 'problema', 'encaminhar', 'comprovante', 'pagamento', 'app', 'informar', 'seguinte', 'mensagem', 'possivel', 'encaminhar', 'mensagem', 'vazer', 'decorrente', 'ultima', 'atualizacoes', 'sair', 'aplicativo', 'pecar', 'favor', 'vejar', 'problema', 'nao', 'saber', 'unico', 'acontecer']"
app cinco estrelas coisa poderia boa agregar qualidade app questao arquivados arquivados ficam sempre cima gente muda configuracao pra ficar baixo contato aparece cima logo primeira msg,sadness,positive,"['app', 'estrela', 'coisa', 'poder', 'boa', 'agregar', 'qualidade', 'app', 'questao', 'arquivar', 'arquivar', 'ficar', 'sempre', 'gente', 'mudar', 'configuracao', 'ficar', 'baixo', 'contato', 'aparecer', 'logo', 'msg']"
nao usem servico criptografia ponta ponta caso voce precise mudar celular nao lembre senha app apaga todos dados consentimento pessimo claro app nao faz nada voce pra ajudar telegram bem melhor tipo recurso dor cabeca nenhuma,anger,negative,"['usar', 'servico', 'criptografia', 'ponto', 'ponto', 'caso', 'preciser', 'mudar', 'celular', 'lembre', 'ser', 'app', 'apagar', 'dado', 'consentimento', 'pessimo', 'claro', 'app', 'fazer', 'voce', 'ajudar', 'telegr', 'bem', 'bom', 'tipo', 'recurso', 'dor', 'cabecir']"
gosto aplicativo atualizacoes otimas sugestao figurinhas poderiam colocadas pastas arquivos facilitar busca nao permitir envio figurinha intencao,sadness,positive,"['gostar', 'aplicativo', 'otima', 'sugestao', 'figurinha', 'poder', 'colocar', 'pasta', 'arquivo', 'facilitar', 'busca', 'permitir', 'envio', 'figurinha', 'intencao']"
simplesmente amo app nao reclamar quesito funcionalidade assinei pro dias gratuitos apos periodo direto cobranca plano anual nao pagar queria assinar plano mensal simplesmente nao consigo mudar plano lugar algum ja cancelei tentei assinar novo opcao escolher vai direto pro anual favor auxiliem nisso vou ficar gratuito,sadness,positive,"['simplesmente', 'amo', 'app', 'nao', 'reclamar', 'funcionalidade', 'assinei', 'dia', 'gratuito', 'apo', 'periodo', 'direto', 'cobranca', 'plano', 'anual', 'pagar', 'queria', 'assinar', 'plano', 'mensal', 'simplesmente', 'nao', 'consigo', 'mudar', 'plano', 'lugar', 'cancelei', 'tentar', 'assinar', 'novo', 'opcao', 'escolher', 'direto', 'pro', 'anual', 'favor', 'auxiliem', 'ficar', 'gratuito']"
app bom entanto ultima atualizacao app ta muitas falhas nao antes exemplo ta irritando selecoes multiplos textos pra agrupar dificil clico monte vezes nao seleciona falar selecao sai sozinha favor ajeitem adoro app,sadness,positive,"['app', 'bom', 'entanto', 'ultimo', 'atualizacao', 'appr', 'falha', 'antes', 'exemplo', 'irritar', 'multiplo', 'texto', 'agrupar', 'dificil', 'clico', 'monte', 'vez', 'seleciona', 'falar', 'selecao', 'sair', 'sozinha', 'favor', 'ajeitar', 'adorar', 'app']"
uso canva anos app sempre desenvolvendo otimo problema cada atualizacao canva acaba ficando pouco menos otimizado vezes irritante editar app mal otimizado favor adicionem opcao salvar imagem lado elementos vezes precisamos utilizar certo item ir ate onde salvo atrapalha pouco tirando app bom,sadness,positive,"['uso', 'ano', 'app', 'sempre', 'desenvolver', 'otimo', 'problema', 'atualizacao', 'canva', 'acabar', 'ficar', 'pouco', 'menos', 'otimizar', 'vez', 'irritante', 'editar', 'app', 'mal', 'otimizar', 'favor', 'adicionem', 'opcao', 'salvar', 'imagem', 'lado', 'elemento', 'vez', 'precisar', 'utilizar', 'item', 'ir', 'onde', 'atrapalhar', 'pouco', 'tirar', 'app', 'bom']"
programa excelente facil usar claro objetivo pode usar profissionais amadores voce consegue acessa lo celular desktop notebook qualidade trabalho mesma arquivos sao sempre salvos facilidade altera lo facilmente ter comecar novo trabalho zero tudo simplesmente melhor uso recomendo,happiness,positive,"['programa', 'excelente', 'facil', 'usar', 'claro', 'objetivo', 'poder', 'usar', 'profissional', 'amador', 'conseguir', 'acessar', 'celular', 'desktop', 'notebook', 'qualidade', 'trabalho', 'mesmo', 'arquivo', 'sempre', 'salvo', 'facilidade', 'alter', 'lo', 'facilmente', 'ter', 'comecar', 'novo', 'trabalho', 'simplesmente', 'bom', 'uso', 'recomendar']"
melhor app ja usei ganhando ate word opcao criacao documentos criacao sites passo frente bacana nao trava salva sozinho baixa rapido uso pc celular opcoes diversas possibilita boas edicoes modo gratuito nao reclamar nao existem bugs app so evolui espero opcao site modo celular fique disponivel nova formula perfeito parabens app aprendo darlan youtube xpert,happiness,positive,"['bom', 'app', 'usar', 'ganhar', 'documento', 'criacao', 'site', 'passo', 'frente', 'bacano', 'trar', 'salva', 'sozinho', 'baixo', 'rapir', 'uso', 'celular', 'opcoes', 'diversos', 'possibilita', 'bom', 'edicoes', 'modo', 'gratuito', 'nao', 'reclamar', 'existir', 'bugs', 'evoluir', 'esperar', 'opcao', 'site', 'modo', 'celular', 'ficar', 'disponivel', 'Nova', 'perfeito', 'parabem', 'app', 'aprer']"
aplicativo perfeito editar facil simples otimo tendo muita raiva dias pois lento lento demorando carregar entrar canva fala conexao internet pois nao nao dispositivo pois mae contas diferentes lugares diferentes acontece tbm nao salvando arquivos vezes arrumasse voltaria ficar melhor,sadness,positive,"['aplicativo', 'perfeito', 'editar', 'facil', 'simples', 'otimo', 'ter', 'raiva', 'dia', 'pois', 'lento', 'lento', 'demorar', 'carregar', 'entrar', 'falar', 'nao', 'nao', 'dispositivo', 'mae', 'conta', 'lugar', 'diferente', 'acontecer', 'salvar', 'arquivo', 'vez', 'arrumar', 'voltar', 'ficar', 'bom']"
apos melhorias usando app novamente agradado entretanto dica importante edicao apresentacao slides app poderia girar automaticamente junto celular fazer horizontal mil vezes facil darei estrelas lerem comentario futuramente resolverem restante bom parabens,sadness,positive,"['apo', 'melhorio', 'usar', 'app', 'novamente', 'agradar', 'dicar', 'importante', 'edicao', 'apresentacaor', 'slide', 'app', 'poder', 'girar', 'automaticamente', 'junto', 'celular', 'fazer', 'horizontal', 'vez', 'facil', 'darei', 'estrela', 'ler', 'comentario', 'futuramente', 'resolver', 'restante', 'bom', 'parabem']"
app cumpre bem funcao pratico poder escolher opcao design voce quer criar ex story instagram foto perfil carta etc gosto bastante usa lo certo bug faz apareca mensagem hora entro nele dizendo carregamento demorando verificar conexao internet boa so nao dei estrelas causa disso app otimo polegar cima pele clara,sadness,positive,"['app', 'cumprir', 'bem', 'funcao', 'pratico', 'poder', 'escolher', 'opcao', 'design', 'voce', 'querer', 'criar', 'story', 'instagr', 'foto', 'perfil', 'carta', 'etc', 'gostar', 'bastante', 'usar', 'lo', 'certo', 'bug', 'fazer', 'apareca', 'mensagem', 'horo', 'entro', 'dizer', 'carregamento', 'demorar', 'verificar', 'dar', 'estrela', 'causa', 'app', 'otimo', 'polegar', 'pele', 'claro']"
adorava app sinceramente nao sei ta acontecendo to faz dois dias tentando abrir app apresenta falhas simplesmente nao abre preciso terminar coisa comecei simplesmente nao abre acredito perderei tudo ja havia feito atualizando dia continua horrivel fiz coisas suporte recomendou simplesmente abre reiniciando celular limpando cache desinstalando instalando novo,disgust,negative,"['adorar', 'app', 'sinceramente', 'saber', 'acontecer', 'fazer', 'dia', 'tentar', 'abrir', 'apresentar', 'falha', 'simplesmente', 'abrir', 'preciso', 'terminar', 'coisa', 'começar', 'simplesmente', 'abrir', 'acredito', 'perderei', 'fazer', 'atualizar', 'dia', 'continuar', 'horrivel', 'fiz', 'coisa', 'suporte', 'recomendar', 'simplesmente', 'abrir', 'reiniciar', 'celular', 'limpar', 'desinstalar', 'instalar', 'novo']"
razoavel bom muitos fins gosto maneira pode criar varios tipos documentos so acho celular nao tao simples tanto quanto notebook atraves site infelizmente demora pouco carregamento documento muitas vezes editando trava reinicia app nada,sadness,positive,"['razoavel', 'bom', 'fim', 'gostar', 'maneira', 'poder', 'criar', 'vario', 'tipo', 'documento', 'achar', 'celular', 'simples', 'quanto', 'notebook', 'atrave', 'site', 'infelizmente', 'demor', 'pouco', 'carregamento', 'documento', 'vez', 'editar', 'trar', 'reiniciar', 'app']"
dias atuais canva tipo aplicativo impossivel teoria modelos otimo editor facilidade praticidade opcoes possibilidades tudo graca tudo cobrar centavo nao entupido anuncios pouco inclusive massivamente recomendo precisa produtividade la,happiness,positive,"['dia', 'atual', 'tipo', 'aplicativo', 'impossivel', 'teorio', 'modelo', 'otimo', 'editor', 'facilidade', 'praticidade', 'possibilidade', 'gracer', 'cobrar', 'centavo', 'entupir', 'anuncio', 'pouco', 'inclusive', 'massivamente', 'recomendo', 'precisar', 'produtividade']"
simplesmente app hora outra parou funcionar nao abre ja desinstalei instalei novamente ja fiz limpeza aparelho ja fiz limpeza dados app cache armazenamento reiniciei cel desliguei completamente nada app nao abre jeito algum estranho tantos designers feitos usava trabalhar agora ter q fazer tudo zero outro vai fazer perder tempo grande canva havia feito tudo lamentavel,disgust,negative,"['simplesmente', 'app', 'hora', 'parar', 'funcionar', 'abrir', 'instalei', 'novamente', 'fiz', 'limpeza', 'aparelho', 'fiz', 'limpeza', 'dar', 'armazenamento', 'reiniciei', 'desliguei', 'completamente', 'app', 'nao', 'abrir', 'jeito', 'estranho', 'designer', 'fazer', 'usar', 'trabalhar', 'agora', 'ter', 'fazer', 'fazer', 'perder', 'tempo', 'grande', 'fazer', 'lamentavel']"
sempre gostei aplicativo bem pratico adorava usa lo ontem hoje vem acontecendo bug nao deixa concluir trabalho escola entro aplicativo trava tela inicial logo sai aplicativo tentei desinstalar nao adiantou so colocar conta aconteceu novamente bem triste visto vou ter trocar,sadness,positive,"['sempre', 'gostar', 'aplicativo', 'bem', 'pratico', 'adorar', 'usar', 'lo', 'ontem', 'hoje', 'vir', 'acontecer', 'bug', 'deixar', 'concluir', 'trabalho', 'escolar', 'entro', 'aplicativo', 'trar', 'tela', 'inicial', 'logo', 'sair', 'aplicativo', 'tentar', 'desinstalar', 'adiantar', 'so', 'colocar', 'conta', 'acontecer', 'novamente', 'bem', 'triste', 'ver', 'trocar']"
app bom ultima atualizacao opcoes edicao imagem exemplo selecao imagem inteira fundo frente aparece abaixo bem perto botoes celular nao selecionar opcao,sadness,positive,"['app', 'bom', 'ultima', 'atualizacaor', 'opcoes', 'edicao', 'imagem', 'exemplo', 'selecao', 'imagem', 'inteira', 'fundo', 'frente', 'aparecer', 'abaixo', 'bem', 'perto', 'botoes', 'celular', 'selecionar', 'opcao']"
otima ferramenta fazer varios designers diferentes diversas opcoes apesar fato boa parte ilustracoes imagens tamplates etc assinates porem ultimamente nao consigo entrar canva versao mobile pois sempre tento entrar aparece mensagem voce offline internet boa,sadness,positive,"['otimo', 'ferramentar', 'fazer', 'vario', 'designer', 'diferente', 'opcoe', 'fato', 'boa', 'parte', 'imagem', 'tamplate', 'etc', 'assinate', 'por', 'ultimamente', 'consigo', 'entrar', 'versao', 'mobile', 'pois', 'sempre', 'tentar', 'entrar', 'aparecer', 'mensagem', 'voce', 'offline', 'boa']"
ola bem canva otimo aplicativo amo porem acabei ficando semanas usar tentei entrar aplicativo so apresenta falhas continuamente nao consigo editar entrar app direito ja reinstalei app reiniciei celular ja atualizei assim nao funcionou preciso app editar coisas importantes desde semana passada tentando entrar favor consertem rosto ansioso gota suor,sadness,positive,"['bem', 'canva', 'otimo', 'aplicativo', 'amo', 'por', 'acabar', 'ficar', 'semana', 'usar', 'tentar', 'entrar', 'aplicativo', 'apresentar', 'falha', 'continuamente', 'nao', 'consigo', 'editar', 'entrar', 'direito', 'Reinstalei', 'reiniciei', 'celular', 'atualizei', 'assim', 'funcionar', 'preciso', 'app', 'editar', 'coisa', 'importante', 'semana', 'passado', 'tentar', 'entrar', 'favor', 'consertem', 'rosto', 'ansioso', 'gota']"
funcionava bem menos mes aplicativo horrivel gente tenta editar videos porem aplicativo trava fecha toda vez q gente faz alguma modificacao projeto horrivel pensando cancelar assinatura buscar outro app triste pq atendia bem jeito q ta nao trabalhar ja forcei fechamento ja desinstalei aplicativo reiniciei celular moto g trava reinicia sozinho nao aparece opcao enviar relatorio,anger,negative,"['funcionar', 'bem', 'menos', 'aplicativo', 'horrivel', 'gente', 'tentar', 'editar', 'video', 'por', 'aplicativo', 'trar', 'fechar', 'vez', 'gente', 'fazer', 'projeto', 'horrivel', 'pensar', 'cancelar', 'assinatura', 'buscar', 'app', 'tristar', 'atendia', 'bem', 'jeito', 'trabalhar', 'forçar', 'fechamento', 'aplicativo', 'reiniciei', 'celular', 'moto', 'g', 'trar', 'reinicia', 'sozinho', 'nao', 'aparecer', 'opcao', 'enviar', 'relatorio']"
deixou mao apresentacao faculdade pois mandei powerpoint professor apresentar slides projetor audio video ai aberto app video inserido nao rodou improvisar tentei enviar novo refazendo apresentacao nada,disgust,negative,"['deixar', 'apresentacao', 'faculdade', 'pois', 'Mandei', 'powerpoint', 'professor', 'apresentar', 'slide', 'projetor', 'audio', 'video', 'abrir', 'app', 'video', 'inserir', 'rodar', 'improvisar', 'tentar', 'enviar', 'novo', 'refazer', 'apresentacao']"
pessima experiencia aplicativo trava muitos bugs manha editar apresentacao aplicativo nao queria abrir jeito nenhum finalmente consegui logar percebi havia perdido todo trabalho prejudicou nao indico aplicativo,disgust,negative,"['pessimo', 'experiencia', 'aplicativo', 'trar', 'bugs', 'manha', 'editar', 'apresentacao', 'aplicativo', 'querer', 'abrir', 'jeito', 'finalmente', 'conseguir', 'logar', 'percebi', 'perder', 'trabalho', 'prejudicar', 'indico', 'aplicativo']"
tirando estrelas refazendo outra avaliacao pois nao consigo abrir app apresenta falhas ja desinstalei instalei dnv nao conseguindo falar desse novo sistema camadas pouco complexo antes intuito simples possivel inves disso nao tambem perdendo muita qualidade download imagem q premium,disgust,negative,"['tirar', 'estrela', 'refazer', 'avaliacao', 'nao', 'consigo', 'abrir', 'apresentar', 'falha', 'dnv', 'conseguir', 'falar', 'novo', 'sistema', 'camada', 'pouco', 'complexo', 'antes', 'intuito', 'simples', 'possivel', 'perder', 'qualidade', 'download', 'imagem', 'premium']"
otimo app linguagem simples didatico intuitivo banco dados completissimo cards bem desenvolvidos facil integracao outros apps compartilhamento ganhar cinco estrela branca media so precisa ter facilidade colocar audio melhor ja usei,happiness,positive,"['otimo', 'app', 'linguagem', 'simples', 'didatico', 'intuitivo', 'banco', 'dar', 'completissimo', 'card', 'bem', 'desenvolver', 'facil', 'integracao', 'apps', 'compartilhamento', 'ganhar', 'estrela', 'branco', 'media', 'precisar', 'ter', 'facilidade', 'colocar', 'audio', 'bom', 'us']"
app funciona perfeitamente voce consegue fazer tudo mudar cores qualquer coisa adicionar inumeros elementos surpreendente sempre fica incrivel animacoes sao boas app varias funcoes nenhum anuncio quase incrivel palavras sao poucas demonstrar talento deste app,happiness,positive,"['app', 'funcionar', 'perfeitamente', 'voce', 'conseguir', 'fazer', 'mudar', 'cor', 'coisa', 'adicionar', 'inumero', 'elemento', 'surpreendente', 'sempre', 'ficar', 'incrivel', 'sao', 'bom', 'app', 'varia', 'funcoes', 'anuncio', 'quase', 'incrivel', 'palavra', 'sao', 'demonstrar', 'talento', 'app']"
felizmente bom sendo fico triste travar alguns modelos celulares basicamente tudo necessario vip algo ruim alias ate dimensionar tamanho imagem vip dando dias gratuito meio chatinho editar alguns modelos celulares espero resolvam alias tentei fazer edicao rifa escolar nao consegui conta vip achei aplicativo bom conta marketing divulgacao espero melhorem,sadness,positive,"['felizmente', 'bom', 'fico', 'tristar', 'travar', 'modelo', 'celular', 'basicamente', 'necessario', 'vip', 'algo', 'ruim', 'alio', 'dimensionar', 'tamanho', 'imagem', 'dar', 'dia', 'gratuito', 'meio', 'chatinhar', 'editar', 'modelo', 'celular', 'esperar', 'resolr', 'alia', 'tentar', 'fazer', 'edicao', 'escolar', 'conseguir', 'conta', 'vip', 'achar', 'aplicativo', 'bom', 'conta', 'marketing', 'Divulgacao', 'esperar', 'melhor']"
opiao seguinte app otimo variedade opcoes incriveis slides consigo fazer trabalhos pesquisas mapa mental pra trabalhos escolares porem questao pro exemplo quero usar slide efeitos graficos diferentes bonitos pagar claro pessoas trabalham ne secretarios administracao etc poderiam diminuir mensalidade menos assim todos condicoes pagar pro voces sairiam lucro ainda cima,sadness,positive,"['opiao', 'seguinte', 'appr', 'otimo', 'variedade', 'opcoes', 'incrivel', 'slide', 'consigo', 'fazer', 'trabalho', 'pesquisa', 'mapa', 'mental', 'trabalho', 'escolar', 'por', 'questao', 'pro', 'exemplo', 'querer', 'usar', 'slide', 'efeito', 'grafico', 'bonito', 'pagar', 'claro', 'pessoa', 'trabalhar', 'secretario', 'administracao', 'etc', 'poder', 'diminuir', 'mensalidade', 'menos', 'assim', 'condicoes', 'pagar', 'voce', 'sairer', 'lucro', 'ainda']"
amava canva usava ainda uso bastante ultimas atualizacoes deixaram app horrivel poucas opcoes gratuitas app reiniciando mensagem aparece diz problemas internet inclusive ate entrar app ruim tentando entrar nao consigo,disgust,negative,"['amar', 'usar', 'ainda', 'uso', 'bastante', 'ultima', 'atualizacoes', 'deixar', 'app', 'horrivel', 'opcoe', 'gratuita', 'reiniciando', 'aparecer', 'dizer', 'problema', 'Internet', 'inclusive', 'entrar', 'app', 'ruim', 'tentar', 'entrar', 'consigo']"
melhor aplicativo edicao todos amo apesar algumas ferramentas pagas modo gratuito supre todas necessidades estudante sabe salva trabalhos posts apresentacoes facil usar pratico completo coracao vermelho,happiness,positive,"['bom', 'aplicativo', 'edicaor', 'amo', 'apesar', 'ferramenta', 'paga', 'modo', 'gratuito', 'supre', 'necessidade', 'estudante', 'saber', 'salvo', 'trabalho', 'posts', 'facil', 'usar', 'pratico', 'completo', 'vermelho']"
app maravilhoso desde ultima atualizacao simplesmente nao funciona cel pc so fica dizendo conexao ruim verifique internet sai porem problema nao internet rosto zangado adianta desinstalar re instalar,anger,negative,"['app', 'maravilhoso', 'ultimo', 'atualizacao', 'simplesmente', 'funcionar', 'ficar', 'dizer', 'conexao', 'ruim', 'verifique', 'sair', 'por', 'problema', 'nao', 'ror', 'zangar', 'adiantar', 'desinstalar', 'instalar']"
nao adianta pagar versao pro mensalmente vez upload imagens nunca deixam qualidade dentro designs coloco fotos tiradas cameras dslr aproximadamente mp resolucao dentro aplicativo sempre fica baixa qualidade ja refiz teste outros programas diferenca nitida,disgust,negative,"['adiantar', 'pagar', 'versao', 'pro', 'mensalmente', 'vez', 'uploadr', 'imagem', 'nunca', 'deixar', 'qualidade', 'design', 'coloco', 'foto', 'tirar', 'camera', 'dslr', 'aproximadamente', 'resolucao', 'dentro', 'aplicativo', 'sempre', 'ficar', 'baixo', 'qualidade', 'testar', 'programa', 'diferenca', 'niter']"
atualizacao sobre dispositivo interessante muitos dispositivos pouca memoria ram usam app porem comm grandes dificuldades uso otimizacao aplicativo versao lite interessante tipo publico,neutral,neutral,"['atualizacao', 'dispositivo', 'interessante', 'dispositivo', 'memoria', 'usar', 'app', 'por', 'comm', 'grande', 'dificuldade', 'uso', 'otimizacao', 'aplicativo', 'versao', 'lite', 'interessante', 'tipo', 'publico']"
concertem bugs agora bug chato vai movimentar texto abre teclado voce editar escrito nao quero editar quero so mudar lugar app sempre cheio problemas pena nao ter concorrente altura milhares bugs atrapalham usuarios ainda melhorzinho celular,disgust,negative,"['concertir', 'bugs', 'agora', 'chato', 'movimentar', 'texto', 'abrir', 'teclado', 'voce', 'editar', 'escrever', 'querer', 'editar', 'quero', 'mudar', 'lugar', 'appr', 'sempre', 'cheio', 'problema', 'pena', 'ter', 'concorrente', 'altura', 'bugs', 'atrapalham', 'usuario', 'ainda', 'melhorzinho', 'celular']"
faz dias funcao tirar fundo imagens nao funciona imagem volta estado normal sempre tirando incontaveis vezes fundo volta normal hora salvar problema acontecendo celular computador,disgust,negative,"['fazer', 'dias', 'funcao', 'tirar', 'fundo', 'imagem', 'naoer', 'funcionar', 'imagem', 'volto', 'normal', 'sempre', 'tirar', 'incontavel', 'vez', 'fundo', 'voltar', 'normal', 'hora', 'salvar', 'problema', 'acontecer', 'celular', 'computador']"
aplicativo util trabalho dessa atualizacao horrivel editando fotos coloca barra video tudo agora video rosto olhos revirados estressa demais nao gostei acho desnecessario barra quiser fazer video procuro outra forma nao edicao fotos encarte post carrossel,disgust,negative,"['aplicativo', 'util', 'trabalho', 'atualizacao', 'horrivel', 'editar', 'foto', 'colocar', 'barra', 'video', 'agora', 'video', 'ror', 'olho', 'revirar', 'estressa', 'demais', 'gostar', 'achar', 'desnecessario', 'barra', 'querer', 'fazer', 'video', 'procuro', 'forma', 'edicao', 'foto', 'encarte', 'postr', 'carrossel']"
repostando avaliacao pois problema preciso relatar nao sei conta ultima atualizacao porem aplicativo nao abre simplesmente nao abre sempre fecha ja verifiquei internet ja verifiquei espaco armazenamento assim nada parou funcionar favor ajudem resolver problema,disgust,negative,"['repostar', 'avaliacao', 'problema', 'preciso', 'relatar', 'saber', 'contar', 'ultimo', 'atualizacao', 'por', 'aplicativo', 'abrir', 'simplesmente', 'nao', 'abrir', 'sempre', 'fechar', 'espaco', 'armazenamento', 'assim', 'parar', 'funcionar', 'favor', 'ajudar', 'resolver', 'problema']"
melhor aplicativo edicao ja tendo algumas coisas pagas aplicativo realmente otimo pra aprende usar pois iniciantes pode meio complicado inicio recursos otimos pra apresentar fazer slides editar fotos fazer trabalhos convites etc pra escolher editar modelos prontos alem fazer projeto forma livre,happiness,positive,"['bom', 'aplicativo', 'Edicao', 'ter', 'coisa', 'pago', 'aplicativo', 'realmente', 'otimo', 'aprender', 'usar', 'iniciante', 'poder', 'meio', 'complicado', 'inicio', 'recurso', 'otimos', 'apresentar', 'fazer', 'slide', 'editar', 'foto', 'fazer', 'trabalho', 'convite', 'etc', 'escolher', 'editar', 'modelo', 'pronto', 'aler', 'fazer', 'projeto', 'forma', 'livre']"
uso desde percebo plataforma vem apresentando cada vez falhas longo tempo bugs falha salvar fizeram perder projetos horas sendo feitos app site deixado cada vez decepcionado canva adorava acreditava melhor todos aplicativos design nao consigo ver mesma maneira desde perdi projeto dois dias onde tentei salvar ate manualmente assim nao salvou primeiro passo,disgust,negative,"['uso', 'percebo', 'plataforma', 'vir', 'apresentar', 'vez', 'falhas', 'longo', 'tempo', 'bugs', 'falha', 'salvar', 'fazer', 'perder', 'projeto', 'hora', 'fazer', 'app', 'site', 'deixar', 'cada', 'vez', 'decepcionar', 'canva', 'adorar', 'acreditar', 'melhor', 'aplicativo', 'design', 'nao', 'consigo', 'ver', 'mesmo', 'maneira', 'perdi', 'projeto', 'dia', 'tentar', 'salvar', 'manualmente', 'assim', 'salvar', 'primeiro', 'passo']"
incrivel achei bem legal opcoes ajuda fazer varios trabalhos slides escolares tiro notas altissimas trabalhos gracas facilidade editar tudo jeitinho opcoes todo tipo coisa escola trabalho convites super amo canva sempre uso app otimo mim so probleminha hora editar algumas funcoes aparecem querer trava nada nada atrapalhe enfim app perfeito recomendo demais coracao brilhante,happiness,positive,"['incrivel', 'achar', 'bem', 'legal', 'opcoes', 'ajudar', 'fazer', 'vario', 'trabalho', 'slide', 'escolar', 'tiro', 'nota', 'altissim', 'trabalho', 'graco', 'facilidade', 'editar', 'jeitinho', 'opcoes', 'tipo', 'coisa', 'trabalho', 'convite', 'super', 'amo', 'sempre', 'uso', 'app', 'otimo', 'probleminhar', 'hora', 'editar', 'funcoe', 'aparecer', 'querer', 'trar', 'nada', 'atrapalhe', 'enfim', 'app', 'perfeito', 'recomendar', 'demais', 'coracao', 'brilhante']"
amo canva verdade melhor app pra fazer trabalho arte pra insta cartaz etc ultimamente ta horrivel tentando entrar app horas diz q conexao internet sendo q otima alem disso bugs q precisa reiniciar app tempo todo demora pra salvar slides vezes fica falhando baixar melhorem,sadness,positive,"['amo', 'canva', 'verdade', 'bom', 'app', 'fazer', 'trabalho', 'arte', 'insta', 'cartaz', 'etc', 'ultimamente', 'ta', 'horrivel', 'tentar', 'entrar', 'hora', 'dizer', 'otimo', 'aler', 'bugs', 'precisar', 'reiniciar', 'tempo', 'demora', 'pra', 'salvar', 'slide', 'vez', 'ficar', 'falhar', 'baixar', 'melhor']"
aplicativo otimo bom muitas maneiras infelizmente apresentando falhas continuas travamento reiniciamento nao salva obras acabei fazer desinstalar pois nao consegui abrir app apareceu somente msg erro desinstalei pensei assim resolveria problemas porem enganada infelizmente perdi todos trabalhos espero recuperar futuramente ligar email verdade espero problema resolvido quanto antes rosto implorando,sadness,positive,"['aplicativo', 'otimo', 'bom', 'maneira', 'infelizmente', 'apresentar', 'falho', 'continuas', 'travamento', 'reiniciamento', 'nao', 'salvar', 'obra', 'acabar', 'fazer', 'desinstalar', 'pois', 'conseguir', 'abrir', 'aparecer', 'somente', 'erro', 'pensar', 'assim', 'resolver', 'problema', 'por', 'enganar', 'infelizmente', 'perdi', 'trabalho', 'esperar', 'recuperar', 'futuramente', 'ligar', 'email', 'verdade', 'esperar', 'problema', 'resolver', 'quanto', 'antes', 'rosto', 'implorar']"
aplicativo excelente porem cada atualizacao fica pior hora edicao muitos bugs muitas vezes aplicativo nao aparece botao adicionar fotos tendo q reiniciado varias vezes alem ter poucas opcoes conteudo gratuito sendo q mesma imagem pode encontrada internet forma gratuita aplicativo so pra pro realmente nao faz sentido alem disso algumas vezes nao salva projetos criados,disgust,negative,"['aplicativo', 'excelente', 'por', 'atualizacao', 'ficar', 'mau', 'hora', 'edicaor', 'bugs', 'vez', 'aplicativo', 'nao', 'aparecer', 'adicionar', 'foto', 'ter', 'reiniciar', 'varias', 'vez', 'aler', 'ter', 'opcoe', 'conteudo', 'gratuito', 'mesmo', 'imagem', 'poder', 'encontrar', 'Internet', 'forma', 'gratuito', 'aplicativo', 'so', 'pro', 'realmente', 'fazer', 'sentido', 'aler', 'vez', 'nao', 'salva', 'projeto', 'criar']"
horrivel atualizacao cores nao ficam iguais voce escolhe passei horas criando projeto cor salvei ficou cores totalmente diferentes pessimo cor branca nao aparece,anger,negative,"['horrivel', 'atualizacao', 'cor', 'ficar', 'igual', 'voce', 'escolhe', 'passar', 'hora', 'criar', 'projeto', 'ficar', 'cor', 'totalmente', 'pessimo', 'cor', 'branco', 'nao', 'aparecer']"
app otimo amando usar ja quase ano uso ultimas semanas pessimo atualizei pensando ia melhorar piorou travando ta pessimo editar pior assinante pro ainda ta assim pfvr melhorem ne,disgust,negative,"['app', 'otimo', 'amar', 'usar', 'quase', 'ano', 'uso', 'ultima', 'semana', 'pessimo', 'atualizei', 'pensar', 'melhorar', 'piorar', 'travar', 'ta', 'pessimo', 'editar', 'mau', 'assinante', 'pro', 'ainda', 'ta', 'assim', 'pfvr', 'melhor', 'ne']"
sempre usei sempre gostei pra mim sempre util bom ultimas semanas nao sei conta atualizacao pessimo versao mobile exemplo mudar dimensoes imagens caixas texto nao muda aumenta diminui tamanho so nao pra fazer antes alem dar umas travadas conta internet celular pq ja fiz teste outros celulares outras redes sei corrijam favor,disgust,negative,"['sempre', 'usar', 'sempre', 'gostar', 'sempre', 'util', 'bom', 'ultima', 'semana', 'saber', 'contar', 'atualizacao', 'pessimo', 'versao', 'mobile', 'exemplo', 'mudar', 'Dimensoes', 'imagem', 'caixa', 'texto', 'mudar', 'aumentar', 'diminuir', 'tamanho', 'nao', 'fazer', 'antes', 'aler', 'dar', 'travada', 'conto', 'celular', 'fiz', 'teste', 'celular', 'rede', 'saber', 'favor']"
