content_traduzido,sentiment,sentiment_polarity
apos a atualizacao minhas fotos estao ficando muito escuras principalmente com a camera frontal mesmo em ambiente relativamente claro ja a camera fora do aplicativo funciona perfeitamente o flash da camera frontal tambem foi substituida por uma tela branca o que nao ajuda muito,disgust,negative
apos a ultima atualizacao a pasta de figurinhas ficou muito desorganizado e nenhum pouco pratico o modo como estava antes era melhor a unica coisa boa dessa atualizacao foi a implementacao da qualidade de fotos tiradas porem ainda precisa ajustar a qualidade quando for pra postar a foto no status que ainda fica com pessima qualidade uma dica e que aumente o tempo de video que possa postar nos status,disgust,negative
amei a nova atualizacao de conversas ocultas muito util e muito bem pensado seria muito bom se desse pra esconder a aba arquivadas tbm pq os numerosinhos de msgs recebidas me incomoda eu arquivei grupos q uso pouco e fica sempre aparecendo os numeros de mensagens recebidas ai meu cerebro quer clicar so q eu sei q nao tem nada pra ver la mas nao posso sair do grupo pq e de trabalho e melhoraria a estetica tambem,sadness,positive
no momento vou qualificar com uma estrela porque se desse eu nao qualificava era com nenhuma o app esta horrivel so fechando e pedindo pra reiniciar esta pessimo infelizmente continua intragavel travando o tempo todo e agora nao consigo enviar as fotos para os contatos esta horrivel esse app cada vez fica pior nunca vi um app ser tao mexido e a cada atualizacao pra melhorar fica e mais ruim rosto zangado com chifres essa segunda estrela estrela brilhante apareceu ai de graca,anger,negative
aplicativo nao permite ocultar grupos e conversas efetivamente o que e essencial para profissionais da seguranca publica so existe opcao de arquivar porem a pasta fica posta no topo da lista de conversas de facil identificacao e sem restricoes de acesso eu precisava dessa opcao porem mesmo a empresa tendo a penetracao mundial que tem nao atende essa demanda basica,disgust,negative
ola gostaria muito muito muitissimo que o whatsapp desenvolvesse a opcao de bloquear chamadas de video e em alguns casos chamada de voz tambem isso e um incomodo e as vezes ate uma invasao de privacidade vindo de pessoas q nao tem nocao ao usar o aplicativo na funcao de chamada gostaria muitissimo q essa funcao de bloquear chamadas de video e voz fosse possivel grata rosto mandando um beijo,disgust,negative
nessa ultima atualizacao tem um bug na opcao de abrir audios audios nao abrem ao clicar no play e tambem nao abre o proximo audio automaticamente ta horrivel tem que ficar apertando varias vezes para abrir um audio,disgust,negative
poxa o status ficou mto menos intuitivo antes ja conseguiamos ver a postagem de status dos contatos antes msm de abri las logo se era interessante nao abria agora aparece somente a foto do perfil ficou bem ruim,disgust,negative
a nova atualizacao deixou o aplicativo horrivel a nova secao de atualizacoes para as empresas anunciarem junto aos status ficou muito ruim e o novo campo de figurinhas e emojis nao esta nada intuitivo o aplicativo simplismente regrediu a atualizacao esta um lixo,anger,negative
o whats esta cortando os audios ta um inferno quando agente pensa que ta gravando o audio ele nem comecou e quando estamos de fato gravando ele apaga o audio e temos de recomecar novamente ta ruim demais,anger,negative
o app e bom em si para trocar mensagens quando se trata de fotos videos nos status poxa tira toda qualidade do conteudo uns video e fotos fica tudo borrado torcido e as vezes ate trancando podia focar na proxima atualizacao pra melhorar a qualidade dos videos fotos tinha que ter a opcao de melhorar a qualidade antes de postar e nao tirar a qualidade que ja tem,sadness,positive
horrivel nao gostei geralmente o app fica com problemas as vezes da bug e nao consigo enviar a mensagem por texto so por voz os emojis sao muitos dificeis de encontrar rosto furioso fica dizendo que minha conta fo whatsapp foi expedida a partir de agora so vou usar gbwwhatsapp rosto vomitando espero que melhorem isso quem sabe eu volto rosto com olho piscando,anger,negative
o app sempre funcionou bem porem ha cerca de duas semanas nao aparece mais notificacao de chamadas so sei que alguem ligou porque aparece como chamada perdida ja verifiquei as configuracoes do app e do celular e nada esta alterado o aplicativo esta bem ruim,disgust,negative
acho que deveveria dar pra voce criar uma aba onde voce separa as figurinhas que voce salva como favorito por genero tipo figurinhas de coracao ou memes pesados figurinhas de cachorro etc so que o proprio usuario escolher onde quer salvar assim fica mais facil de achar as figurinhas pois as vezes faz tempo que voce usou uma figurinha e quer usar de novo porem voce gasta muito tempo pra procurar e acaba desistindo mas o app e top,sadness,positive
ultima atualizacao ficou pessima o teclado de figurinhas e emojis antigo era melhor nao havia necessidade de modificar ficou pouco funcional pessimo de mexer e de localizar o que se procura,anger,negative
esta com bug na hora de ouvir o audio simplesmente nao ativa tenho que fechar o app e ficar tentando varias vezes ate conseguir ouvir o audio a parte de figurinhas ficou horrivel a outra versao era bem melhor,anger,negative
depois da nova atualizacao o botao de enviar audio ficou com bug ou seja voce fica falando e quando vain conferir nao gravou nada o botao do audio esta junto com o de video ou seja muitas pessoas enviam videos sem querer pensando que esta enviando audio isso e perigoso outra coisa pessima e essa atualizacao de mensagens temporarias que ficam aparecendo em todas as conversas e grupos ficou muito confuso,disgust,negative
nao gostei dessa atualizacao do whatsapp agora aparece esse canais nao consigo mais repostar um status que ja estava postado o status dos meus contatos fica oculto e nao consigo mais ver o meu status de uma so vez como era antes voltem ao que era,disgust,negative
a atualizacao nos status e horrivel nao tem mais a opcao de clicar no status e reenviar algum que nao foi enviado ou para ver com mais facilidade as postagens agora precisa ver o status do inicio ao fim para poder mandar ou apagar alguma postagem,disgust,negative
wpp em si e muito bom mas a nova atualizacao e horrivel atrapalha a ouvir audio ele trava direto dificil mexer nas figurinhas agr status poderia ser mais de min,sadness,positive
fora de ter a seguranca otima tem uma parte que precisa de evoluir ao contrario de outras redes se se desinstalar em tds os dispositivos telemoveis fica infernal de se voltar a entrar na conta em condicoes devia dar para trocar a palavra passe da copia de seguranca sem ter de ser com a conta ativa num dispositivo muito mal planeado nesse sentido,sadness,positive
tenho enfrentado dificuldades para encaminhar links fotos e arquivos entre as conversas porque o aplicativo trava no meio da operacao tem travado enquanto escuto mensagens em audio a ultima atualizacao que baixei nao melhorou em nada esses problemas corrijam isso there are troubles to share links pictures and files through chats because the app crashes um meanwhile the app presents problemas while i listen to audio messages too the latest version i dowloaded did not fix it repair it,disgust,negative
nao gostei dessa nova atualizacao com esses canais vcs poderiam criar uma opcao de desativar os canais pra nao aparecer pras pessoas terem a opcao de deixarem ou nao grata,disgust,negative
essa nova opcao de gravar video mensagem junto com evino de mensagem de audio ficou horrivel rosto furioso eu tento mandar mensagem de audio e a opcao de gravar video atrapalha muito vcs poderiam colocar em outro lugar a opcao de gravar mensagem de video e deixar a opcao de gravar audio como era antes ai nao atrapalha na hora de mandar audio antes era bem melhor,anger,negative
gostei muito da opcao de foto em hd ja estava na hora ne agora minha camera mostra sua verdadeira qualidade mais notei que esta com varios bugs por exemplo na hora de enviar a foto para o status mesmo que coloque em hd a foto e enviada mais perde a qualidade so esta dando certo quando manda pra uma conversa a foto em hd e manda direto para seu status arrumem isso logo esperei anos para minha camera do android bater nos iphones k brincadeira rolando no chao de rir,sadness,positive
so teve atualizacao inutil e bugada na minha opiniao eu preferia o design dos emojis antigos e preferia que nao tivessem mudado tanto o teclado cara ta horrivel de achar os emojis e enviar figurinhas e sinceramente pra que gravar um audio com video se ja tem a opcao de gravar um video nao era mais facil a pessoa gravar um video do que se gravar fazendo um audio nao faz o minimo de sentindo isso pelo o amor de deus,anger,negative
esta cada vez menos sendo um app de troca de mensagem agora ja fica empurrando canais para assinar e conteudo que nao pedi e nem quero estou bem perto de excluir como ja fiz com facebook e instagram,disgust,negative
faco caminhada na esteira e fisioterapia diaria visto que tenho pouco equilibrio no tronco sequelas de uma ruptura de aneurisma cerebral e consequentemente meningite bacteriana adquirida durante dias de uti hospitalar ando com dificuldade sem ajuda sinto que por ser uma sequela neurologica tenho que conviver ate minha finitude hoje estou com anos totalmente lucida tive esse problema que relatei ha anos exatamente foi em de agosto de se puder me ajudar seria mais um mi,neutral,neutral
sinto falta de um botao on off sou obrigado a receber mensagens sempre que estou conectado a internet sem pode desligar o app uma opcao simples mas que com certeza faz falta para muita gente poder simplesmente desligar o app,disgust,negative
aos suporte tecnico do whatsapp peco por favor a atencao de voces estou tendo problemas ao encaminhar os comprovantes de pagamento pelo app pois informa a seguinte mensagem nao e possivel encaminhar mensagem vazia e isso foi decorrente das ultimas atualizacoes que saiu do aplicativo peco por favor que vejam esse problema pois nao sei se sou o unico que esta acontecendo isso,disgust,negative
o app e cinco estrelas mas uma coisa que poderia ser boa e agregar a qualidade do app e a questao dos arquivados os arquivados ficam sempre em cima e quando a gente muda na configuracao pra ficar em baixo o contato aparece cima logo na primeira msg,sadness,positive
nao usem o servico de criptografia de ponta a ponta caso voce precise mudar de celular e nao lembre a senha o app apaga todos os seus dados sem seu consentimento pessimo e claro o app nao faz nada por voce pra te ajudar telegram e bem melhor com esse tipo de recurso nao te da dor de cabeca nenhuma,anger,negative
gosto muito do aplicativo esta com atualizacoes otimas uma sugestao as figurinhas poderiam ser colocadas em pastas como arquivos para facilitar a busca e nao permitir o envio de figurinha sem intencao,sadness,positive
eu simplesmente amo o app nao tenho o que reclamar no quesito funcionalidade mas assinei o pro com os dias gratuitos e apos o periodo foi direto para a cobranca de plano anual que nao tenho como pagar queria assinar o plano mensal mas simplesmente nao consigo mudar de plano em lugar algum ja cancelei e tentei assinar de novo mas nem me da a opcao de escolher vai direto pro anual por favor me auxiliem nisso ou vou ficar no plano gratuito mesmo,sadness,positive
esse app e muito bom no entanto depois da ultima atualizacao o app ta com muitas falhas que nao tinha antes por exemplo o que mais ta me irritando as selecoes de multiplos textos pra agrupar esta muito dificil eu clico um monte de vezes e nao seleciona sem falar que a selecao sai sozinha por favor ajeitem adoro muito o app,sadness,positive
uso o canva a mais de anos o app esta sempre desenvolvendo e isso e otimo o problema e que para cada atualizacao o canva acaba ficando um pouco menos otimizado as vezes e irritante editar em um app mal otimizado por favor adicionem a opcao de salvar imagem ao lado dos elementos as vezes precisamos utilizar um certo item e ir ate onde foi salvo atrapalha um pouco tirando isso o app e bom,sadness,positive
programa excelente facil de usar claro e objetivo pode ser usar por profissionais e amadores voce consegue acessa lo no celular ou no desktop do notebook a qualidade do trabalho e a mesma seus arquivos sao sempre salvos e facilidade de altera lo facilmente sem ter que comecar um novo trabalho do zero e tudo simplesmente o melhor uso e recomendo,happiness,positive
melhor app que ja usei esta ganhando ate do word com a opcao de criacao de documentos criacao de sites esta um passo a frente muito bacana nao trava salva sozinho baixa rapido uso no pc no celular opcoes diversas que possibilita boas edicoes mesmo em modo gratuito nao tem como reclamar nao existem bugs o app so evolui espero que a opcao de site modo celular fique disponivel em uma nova formula seria perfeito parabens pelo app aprendo muito com o darlan do youtube um xpert,happiness,positive
o aplicativo e perfeito para editar muito facil e simples e otimo mas estou tendo muita raiva esses dias pois ele esta muito lento muito lento mesmo esta demorando muito para carregar e entrar no canva fala que e a conexao de internet pois nao e nao e o meu dispositivo pois eu e minha mae temos contas diferentes e somos de lugares diferentes e acontece isso com ela tbm tbm nao esta salvando nos arquivos as vezes se arrumasse isso voltaria a ficar melhor,sadness,positive
apos melhorias usando o app novamente tem me agradado muito entretanto uma dica importante na edicao de apresentacao em slides o app poderia girar automaticamente junto com o celular fazer na horizontal seria mil vezes mais facil darei estrelas se lerem meu comentario e futuramente resolverem isso o restante e muito bom parabens,sadness,positive
o app cumpre muito bem sua funcao e muito pratico poder escolher a opcao de design que voce quer criar ex story do instagram foto de perfil carta etc eu gosto bastante de usa lo por isso mas ele tem um certo bug que faz com que apareca uma mensagem na hora que entro nele dizendo que o carregamento esta demorando e que e para eu verificar a minha conexao com a internet mesmo que esteja boa so nao dei estrelas por causa disso mas o app e otimo polegar para cima pele clara,sadness,positive
eu adorava esse app mas sinceramente nao sei o que ta acontecendo to faz dois dias tentando abrir o app e ele apresenta falhas e simplesmente nao abre preciso terminar uma coisa que comecei e ela simplesmente nao abre acredito que perderei tudo o que ja havia feito atualizando no dia continua horrivel fiz as coisas que o suporte recomendou mas simplesmente nao abre mais nem reiniciando o celular limpando cache desinstalando e instalando de novo simplesmente nao abre,disgust,negative
razoavel e bom para muitos fins gosto da maneira de como pode se criar varios tipos de documentos so acho que pelo celular nao e tao simples tanto quanto pelo notebook atraves do site infelizmente demora um pouco o carregamento do documento muitas vezes editando ele trava e reinicia o app do nada,sadness,positive
nos dias atuais o canva e um tipo de aplicativo impossivel na teoria modelos otimo editor facilidade praticidade opcoes possibilidades tudo de graca mas ele tem tudo isso e mais sem cobrar centavo e nao e entupido de anuncios muito pouco inclusive massivamente recomendo ele para quem precisa de produtividade em seja la o que for,happiness,positive
simplesmente o app de uma hora para outra parou de funcionar e nao abre mais ja desinstalei e instalei novamente ja fiz limpeza no aparelho ja fiz limpeza nos dados do app de cache e armazenamento ja reiniciei o cel ja desliguei completamente e nada o app nao abre mais de jeito algum estranho e eu tenho tantos designers feitos e que usava para trabalhar agora ter q fazer tudo do zero em um outro app vai me fazer perder um tempo grande quando no canva eu ja havia feito tudo lamentavel,disgust,negative
sempre gostei do aplicativo e bem pratico e adorava usa lo mas de ontem para hoje vem acontecendo um bug que nao me deixa concluir meu trabalho de escola quando eu entro no aplicativo ele trava na tela inicial e logo depois sai do aplicativo tentei desinstalar mas nao adiantou foi so eu colocar minha conta e aconteceu novamente estou bem triste e pelo visto vou ter que trocar de aplicativo,sadness,positive
o app e bom mas depois da ultima atualizacao as opcoes de edicao da imagem como exemplo a selecao de imagem inteira fundo frente aparece muito abaixo bem perto dos botoes do celular e nao tem como selecionar a opcao,sadness,positive
otima ferramenta para fazer varios designers diferentes com diversas opcoes apesar do fato de que boa parte das ilustracoes imagens tamplates e etc sejam para assinates porem ultimamente nao consigo mais entrar no canva na versao mobile pois sempre que tento entrar aparece uma mensagem de voce esta offline mesmo com a internet boa,sadness,positive
ola bem o canva e um otimo aplicativo amo ele porem acabei ficando semanas sem usar e quando tentei entrar no aplicativo ele so apresenta falhas continuamente e nao consigo editar e nem entrar no app direito ja reinstalei o app reiniciei meu celular e ja atualizei e mesmo assim nao funcionou preciso do app para editar coisas importantes e estou desde semana passada tentando entrar por favor consertem isso rosto ansioso com gota de suor,sadness,positive
funcionava bem mas tem mais ou menos um mes que o aplicativo esta horrivel a gente tenta editar os videos porem o aplicativo trava e fecha toda vez q a gente faz alguma modificacao no projeto esta horrivel pensando em cancelar minha assinatura e buscar um outro app triste pq me atendia bem mas do jeito q ta nao tem como trabalhar ja forcei o fechamento ja desinstalei o aplicativo reiniciei o celular moto g quando trava ele reinicia sozinho nao aparece opcao de enviar relatorio,anger,negative
ele me deixou na mao com minha apresentacao na faculdade pois mandei pelo powerpoint para o professor para apresentar em slides no projetor de audio e video ai quando foi aberto pelo app o video que eu tinha inserido nao rodou e tive que improvisar tentei enviar de novo refazendo a apresentacao e nada,disgust,negative
tive uma pessima experiencia com esse aplicativo trava muito muitos bugs e esta manha quando fui editar uma apresentacao o aplicativo nao queria abrir de jeito nenhum quando finalmente consegui logar percebi que havia perdido todo o meu trabalho e isso me prejudicou muito nao indico este aplicativo,disgust,negative
estou tirando as estrelas e refazendo outra avaliacao pois nao consigo mais abrir o app apresenta falhas ja desinstalei e instalei dnv nao estou conseguindo e sem falar desse novo sistema de camadas esta um pouco mais complexo que antes o intuito e ser mais simples possivel mas ao inves disso nao esta tambem estou perdendo muita qualidade no download da imagem e isso q eu era premium,disgust,negative
otimo app linguagem simples muito didatico intuitivo banco de dados completissimo com cards muito bem desenvolvidos facil integracao com outros apps de compartilhamento para ganhar cinco estrela branca media so precisa ter a facilidade de colocar audio fora isso e o melhor que ja usei,happiness,positive
o app funciona perfeitamente voce consegue fazer de tudo mudar cores de qualquer coisa adicionar inumeros elementos e o surpreendente e que sempre fica incrivel as animacoes sao muito boas e o app tem varias funcoes sem nenhum anuncio quase incrivel palavras sao poucas para demonstrar o talento deste app,happiness,positive
felizmente e muito bom sendo que fico triste por travar em alguns modelos de celulares e basicamente tudo e necessario do vip algo que e ruim alias ate dimensionar o tamanho da imagem e vip mesmo dando os dias gratuito e meio chatinho para editar em alguns modelos de celulares espero que resolvam isso alias tentei fazer uma edicao para uma rifa escolar e nao consegui por conta do vip achei que o aplicativo era muito bom por conta do marketing e divulgacao espero que melhorem,sadness,positive
minha opiao e o seguinte app otimo com uma variedade de opcoes incriveis de slides eu consigo fazer meus trabalhos e pesquisas mapa mental pra trabalhos escolares porem a questao do pro exemplo quero usar um slide com efeitos e graficos diferentes e bonitos tenho que pagar claro que tem pessoas que trabalham com isso ne secretarios administracao etc poderiam diminuir a mensalidade pelos menos assim todos teriam condicoes para pagar o pro e voces sairiam no lucro ainda por cima,sadness,positive
eu amava o canva usava e ainda uso bastante mas as ultimas atualizacoes deixaram o app horrivel poucas opcoes gratuitas o app reiniciando e a mensagem que aparece diz que estou com problemas na internet inclusive ate para entrar no app esta ruim estou tentando entrar e nao consigo,disgust,negative
melhor aplicativo de edicao de todos amo muito apesar de algumas ferramentas pagas o modo gratuito supre todas as minhas necessidades quem e estudante sabe que salva trabalhos posts apresentacoes facil de usar pratico completo coracao vermelho,happiness,positive
o app era maravilhoso mas desde a ultima atualizacao ele simplesmente nao funciona seja no cel ou no pc so fica dizendo que sua conexao esta ruim verifique a internet e sai porem o problema nao e com a internet rosto zangado e nem adianta desinstalar e re instalar,anger,negative
nao adianta pagar a versao pro mensalmente uma vez que o upload de imagens nunca nos deixam com qualidade dentro dos designs eu coloco fotos tiradas de cameras dslr com aproximadamente mp de resolucao dentro do aplicativo sempre fica em baixa qualidade ja refiz o teste em outros programas e a diferenca e nitida,disgust,negative
uma atualizacao sobre o dispositivo seria muito interessante muitos dispositivos com pouca memoria ram usam o app porem comm grandes dificuldades de uso uma otimizacao do aplicativo ou seja uma versao lite do mesmo seria muito interessante para este tipo de publico,neutral,neutral
concertem os bugs agora tem um bug chato de que quando tu vai movimentar um texto ele abre o teclado para voce editar o que esta escrito eu nao quero editar quero so mudar de lugar esse app sempre foi cheio de problemas e uma pena nao ter um concorrente a altura por mais que tenha milhares de bugs que atrapalham os usuarios ainda e o melhorzinho para celular,disgust,negative
faz dias que a funcao de tirar o fundo das imagens nao funciona a imagem volta ao estado normal sempre mesmo tirando incontaveis vezes o fundo ela volta ao normal mesmo na hora de salvar esse problema esta acontecendo no celular e no computador,disgust,negative
esse aplicativo e muito util para meu trabalho mas depois dessa atualizacao esta horrivel estou editando fotos ele coloca uma barra como se fosse um video tudo agora e video rosto com olhos revirados isso me estressa demais nao gostei acho desnecessario aquela barra se eu quiser fazer video eu procuro outra forma nao em edicao de fotos encarte ou post carrossel,disgust,negative
estou repostando esta avaliacao pois a um problema que preciso relatar eu nao sei se e por conta da ultima atualizacao porem o aplicativo nao abre mais ele simplesmente nao abre sempre fecha ja verifiquei a internet ja verifiquei meu espaco de armazenamento mas mesmo assim do nada ele parou de funcionar por favor me ajudem a resolver este problema,disgust,negative
o melhor aplicativo de edicao que eu ja tive mesmo tendo algumas coisas pagas o aplicativo e realmente otimo pra quem aprende a usar pois para os iniciantes pode ser meio complicado no inicio tem recursos otimos da pra apresentar e fazer slides editar fotos fazer trabalhos convites etc fora que da pra escolher e editar modelos prontos alem de fazer o seu projeto de forma livre,happiness,positive
uso desde e percebo que a plataforma vem apresentando cada vez mais falhas ao longo do tempo bugs e falha no salvar me fizeram perder projetos de horas sendo feitos seja no app ou no site o que tem me deixado cada vez mais decepcionado com o canva que eu adorava e acreditava ser o melhor de todos os aplicativos de design que tem nao consigo ver da mesma maneira desde que perdi um projeto de dois dias onde tentei salvar ate manualmente mesmo assim nao salvou nem o primeiro passo,disgust,negative
incrivel achei bem legal as opcoes e me ajuda a fazer varios trabalhos e slides escolares tiro notas altissimas nos meus trabalhos gracas a facilidade de editar tudo do meu jeitinho tem opcoes para todo tipo de coisa escola trabalho convites e muito mais eu super amo o canva e sempre uso ele um app otimo e que para mim so teve um probleminha na hora de editar algumas funcoes aparecem sem eu querer ou trava do nada mas nada que me atrapalhe enfim app perfeito recomendo demais coracao brilhante,happiness,positive
eu amo o canva de verdade e o melhor app pra fazer trabalho arte pra insta cartaz etc mas ultimamente ta horrivel estou tentando entrar no app a mais de horas e diz q estou sem conexao com a internet sendo q ela esta otima alem disso tem muito bugs q precisa reiniciar o app o tempo todo e demora pra salvar os slides e as vezes fica falhando ao baixar melhorem,sadness,positive
aplicativo otimo bom de muitas maneiras infelizmente esta apresentando falhas continuas como travamento reiniciamento e nao salva as obras que acabei de fazer tive que desinstalar pois nao consegui abrir o app apareceu somente uma msg de erro desinstalei pensei que assim resolveria o problemas porem esta enganada infelizmente perdi todos os meus trabalhos espero recuperar futuramente quando ligar meu email de verdade espero que esse problema seja resolvido o quanto antes rosto implorando,sadness,positive
o aplicativo era excelente porem a cada atualizacao fica pior na hora da edicao tem muitos bugs muitas vezes o aplicativo nao aparece o botao para adicionar fotos tendo q ser reiniciado varias vezes alem de ter poucas opcoes de conteudo gratuito sendo q a mesma imagem pode ser encontrada pela internet de forma gratuita e no aplicativo e so pra pro realmente nao faz sentido alem disso algumas vezes o aplicativo nao salva os projetos criados,disgust,negative
horrivel depois da atualizacao as cores nao ficam iguais as que voce escolhe passei horas criando um projeto de uma cor quando salvei ficou as cores totalmente diferentes pessimo e a cor branca nao aparece,anger,negative
o app estava otimo estava amando usar e ja tenho quase ano que uso ele mas essas ultimas semanas esta pessimo atualizei pensando que ia melhorar piorou esta travando muito e ta pessimo para editar e pior sou assinante do pro e ainda ta assim pfvr melhorem ne,disgust,negative
sempre usei sempre gostei pra mim sempre foi util e muito bom mas nas ultimas semanas nao sei se foi por conta da atualizacao mas esta pessimo na versao mobile por exemplo para mudar as dimensoes das imagens ou caixas de texto ele nao muda aumenta ou diminui o tamanho e so nao da mais pra fazer como antes alem de dar umas travadas e nao e por conta de internet ou do celular pq eu ja fiz teste com outros celulares e em outras redes nao sei o que houve mas corrijam por favor,disgust,negative
voltou a funcionar minha ferramenta de trabalho principal uso a versao pro e vale muito a pena ainda tem muitas coisas que precisam melhorar para suprir a minha necessidade em especifico como subscrito e sobrescrito para o texto pincel para desenhar linhas e tracos perspectiva para objetos e textos cortes interativos de imagens e textos transformar em curvas forcar justificacao de texto permitir alterar cores de alguns vetores,sadness,positive
essa nota vem referente aos seguintes erros bugs na baixa o projeto atraso de processamento da arte caso venham corrigir tudo isso voltarei a usar mais devido a tantos problemas e atrasos nos meus projetos terei de procurar um que vale a pena,disgust,negative
app apresenta falhas continuamente essa e a mensagem na hora de abrir o app desinstalei e instalei novamente mas o app nao abre nao abre de jeito nenhum por favor vejam o que esta acontecendo precisamos continuar com o uso do app,disgust,negative
costumava ser o melhor editor de todos os tempos mas ultimamente ter aparecido pequenos problemas no momento de inserir o texto e hoje eu nao consegui baixar um video que fiz no app e eu fechei tudo tentei varias vezes e nao consegui,disgust,negative
pessimo no tema escuro o app diz que existe a opcao de utilizar o modo escuro ou nao mas na verdade ele utiliza o mesmo modo que o smartphone o que acaba causando bugs no aplicativo toda vez preciso trocar do tema escuro pro tema claro e so depois utilizar o app,disgust,negative
o aplicativo e excelente para fazer trabalhos porem nao sei qual o problema que ultimamente ele n abre no meu celular antes funcionava perfeitamente eu ja tentei de tudo instalei desinstalei mais sempre que instalo o aplicativo novamente fica dando off line eu ja tentei de tudo mais sem resultado pesquisei no google asistir videos no youtube mais nada,sadness,positive
pode ser bom mas nao e livre nao e free polegar para baixo falei isso pq em diversas situacoes enquanto fazia chegava ecra p assinar e usar o tal premium vim na plataforma e percebi que nao tinha bandeira livre foi qd procurei outro outra coisa deveria como colocar link nas imagens tantos outros colocam onde que usei elementos premium deveria esta bloqueado nem sei qual ou quais eram esses elemento s,disgust,negative
gosto do canva usei bastante porem ultimamente nao quer abrir por nada ja atualizei desinstalei e nada e uma pena que esteja acontecendo isso ja reiniciei o celular ja desistalei e instalei novamente a internet esta show de bola em fim infelizmente terei que procurar outro aplicativo,sadness,positive
aplicativo nota varias formas de editar suas fotos e videos super amei coracao vermelho a unica coisa que nao me agradou foi por que os efeitos entre outros mais bonitos eles colocam premium e isso me deixa bastante triste rosto desapontado mas agradeco canva por suas funcoes maravilhosas,sadness,positive
gente pelo amor de deus o site nao tem facil um lugar para os usuarios darem sugestoes de melhoria o construtor de site mobile e horrivel me obriguei aprender a mexer no figma pra pode fazer meu site em modo mobile de forma facil o canva nao deixa fazer uma otimizacao do modo mobile de forma satisfatoria o usuario precisa mudar os elementos no modo desktop e reza pra que os elementos se encaixem no modo mobile,anger,negative
a versao para celular tem umas limitacoes chatas pra melhorar a experiencia de uso pelo celular eu sugiro ter mais recursos para editar o texto e o video pelo celular como escolher a fonte o efeito e o fundo das letras antes de aplicar o video aplicar as mesmas configuracoes a todas as paginas para acelerar o processo de criacao isso tornaria o aplicativo mais interessante e pratico,disgust,negative
o app e muito bom consigo usar no celular ou pc sem problemas salva com facilidade consigo fazer post para instagram convites digitais videos simples para igreja documentos muito bom e facil de usar a unica reclamacao que tenho e que ultimamente ele tem travado e fechado de repente geralmente quando tento baixar e usar foto do celular tudo na versao gratuito mas pretendo ser pro em breve,sadness,positive
voces literalmente obrigam seus usuarios a comprar o pro pelo fato de tudo que e minimamente bonito ser pago principalmente quando o assunto e as imagens e decoracoes do design isso e algo totalmente desnecessario considerando a quantidade de fontes e outras coisas que o app possue nao deveria a maioria ser pro ate pq o preco mensal e caro e nem todos conseguem ou podem pagar por isso passei horas fazendo um design pra no fim nao poder salvar por conta de uma unica decoracao premium nele,anger,negative
depois dessa ultima atualizacao esta apresentando varios erros no momento da exportacao pois simplesmente nao exporta da maneira que voce manipulou o arquivo tambem tem apresentando uma lentidao absurda tanto no smartphone quanto no aplicativo no pc tambem deveria haver uma opcao para exportar todos os videos separadamente no smartphone,disgust,negative
edit o aplicativo tem se mostrado mais estavel com mais ferramentas e o suporte tem nos ouvido isso e muito bom que venham ferramentas,happiness,positive
sempre usei o canva e gostei muito porem depois de algumas atualizacoes esta aparecendo alguns bugs por exemplo na hora de salvar a imagem com fundo transparente nao esta baixando com o fundo transparente a imagem esta sendo baixada com o fundo normal outra coisa na hora que abre o app esta demorando um pouco para iniciar,disgust,negative
o app em si e otimo utilizo bastante para trabalhos apresentacoes curriculos no entanto nao estou conseguindo simplesmente abri lo e nem eu sei o motivo exatamente porque eu ja limpei o armazenamento ja desinstalei e reinstalei e nada disso resolveu preciso acessar ele para trabalhos importantes que ja estao salvos e nao consigo entrar por favor arrumem isso,sadness,positive
ta cada vez mais dificil usar o canva na atualizacao recente perdemos a funcao duracao de tempo dos elementos adicionados nao ha mais como filtrar as imagens do banco de dados por imagens gratuitas tendo um mar de pro e uma que outra perdida gratuita no meio e uma serie de limitacoes absurdas para tentar empurrar para o pro capcut esta bem melhor neste aspecto nao criando dificuldades para fazer o usuario pagar mas sim disponibilizando otimos recursos,disgust,negative
gosto muito das opcoes e funcoes no app mas ultimamente se tornou impossivel usar nao abre nao salva os projetos nao permite baixar esta pessimo reinstalei vezes ja em outros aparelhos e continua ruim espero que corrijam esses bugs afinal e uma ferramenta muito boa nao gostaria de trocar por outra,disgust,negative
estou satisfeito com o canva porem sugiro adicionar um seletor para marcar e excluir varios elementos de uma vez otimizando o fluxo de trabalho na versao mobile facilitar a selecao de todos os elementos especialmente na lixeira seria uma melhoria bem vinda para a experiencia,sadness,positive
tenho a conta premium mas queria saber o que esta acontecendo hoje so esta dando erro nao consigo mexer no meus design salvos nao deixa por foto nao deica fazer nada fica dando bug mandando tentar mais tarde ta travando muito preciso saber se sera resolvido se nao preciso achar outro app que funcione ja que uso para trabalhar,disgust,negative
ja foi bom ja tem um tempo que o app nao abre mais no meu tablet sempre diz que e problema de conexao com a internet porem os outro app eu uso normalmente desistalei e instalei e simplismente nao abre,disgust,negative
ultimamente o canva esta demorando muito para carregar ou nem carrega achei que o problema era so comigo mais vi que nao e a minha internet esta otima isso so acontece com o canva uma pena era um aplicativo tao bom mais ultimamente esta dificil de fazer algum trabalho nele,disgust,negative
